x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
A,C,D,A,A,B,-0.66,-1.14,,,0.62,1.37,2.08,-0.64
B,C,C,,B,B,0.82,-0.06,,0.1,1.65,-0.2,0.24,0.17
,B,B,B,B,A,0.15,0.95,-1.67,0.16,1.13,1.64,1.7,1.63
A,B,C,B,B,A,-0.54,0.0,,0.12,-0.22,0.06,3.11,-0.13
A,C,C,A,A,B,0.98,-0.1,-0.38,0.0,0.22,1.44,0.79,-0.29
,B,B,B,B,A,1.84,0.78,1.01,0.25,0.07,0.97,0.64,-2.46
B,C,A,B,A,B,-0.15,2.83,,0.6,-0.0,-3.46,0.59,-1.5
B,B,C,B,A,B,2.46,4.25,,,8.37,-1.1,1.62,-0.09
A,C,A,B,A,A,1.65,0.45,,0.01,0.27,0.42,0.21,-0.59
C,B,B,B,A,B,0.48,0.6,0.48,5.44,6.83,1.02,1.74,2.86
B,B,C,B,A,B,2.75,2.64,,0.85,2.81,0.38,1.59,-0.91
A,A,C,B,B,B,0.71,-0.0,,1.57,0.07,1.78,0.09,-0.16
A,A,B,A,A,B,1.15,0.0,,0.1,-0.23,0.58,0.07,-1.8
C,A,B,B,A,A,0.78,0.0,1.69,0.14,-0.09,-0.35,0.02,-0.39
B,C,A,A,A,A,1.79,-0.43,,0.82,2.22,2.89,2.4,-0.05
A,C,B,B,A,A,0.11,-0.14,1.47,0.0,-0.17,-1.2,0.22,-1.42
A,C,B,B,A,B,0.41,0.06,1.53,1.1,1.83,0.79,1.25,0.38
B,C,B,B,A,A,0.83,0.02,,0.0,0.52,2.36,1.47,-1.07
A,C,C,B,B,B,0.85,0.0,,0.3,-0.05,-2.84,1.46,0.52
C,A,C,B,A,B,1.25,0.35,5.76,0.07,0.09,0.17,0.43,1.59
C,A,B,A,A,B,2.72,0.0,2.45,1.46,8.95,-0.67,1.07,1.98
B,B,A,B,A,A,-0.55,-3.1,,3.31,3.13,-1.45,1.1,0.98
C,A,C,,B,A,1.22,0.57,-0.09,0.12,0.52,2.28,1.8,0.45
C,C,A,,A,B,1.65,-0.02,,0.08,-0.04,0.19,0.88,0.96
C,C,B,A,B,A,-0.63,-0.0,5.78,1.02,3.63,2.83,0.0,2.05
,B,B,,B,B,3.05,10.94,2.77,0.68,1.62,-2.43,2.06,0.15
B,C,C,A,A,B,6.3,0.91,,1.17,0.4,0.05,0.56,0.05
C,A,C,B,A,A,-1.58,-0.0,-2.68,3.64,0.45,0.42,0.16,-0.94
,A,D,A,A,A,2.29,1.82,1.67,0.0,0.12,-0.13,0.53,-1.9
,C,D,B,A,B,0.79,3.67,0.24,0.05,-0.24,0.06,1.71,1.02
,B,D,B,B,B,0.77,0.21,2.07,0.29,0.52,1.27,2.11,0.01
B,C,A,B,A,A,3.23,-0.21,2.22,,3.6,-1.21,0.92,-1.03
C,C,D,A,A,B,2.14,0.05,,0.24,0.16,0.91,0.31,-1.95
,C,B,B,A,A,1.47,-0.05,-0.14,0.21,1.42,-0.28,0.46,0.61
,C,C,B,B,B,-1.55,-0.08,1.46,5.12,3.42,-0.9,1.66,-1.64
B,B,B,B,A,B,2.16,0.36,1.9,2.67,0.72,-0.5,0.15,0.31
C,B,C,A,A,A,-0.96,-0.07,-1.85,0.62,0.19,-0.18,0.43,0.64
C,B,C,A,A,A,2.54,-0.0,,1.38,-0.24,-1.28,0.7,0.37
B,C,C,B,A,A,-0.04,0.0,,1.98,1.39,1.34,0.7,-0.92
,C,C,,A,B,2.08,0.02,,1.08,-0.24,0.17,0.69,0.54
A,B,A,,A,B,1.28,-0.0,-0.55,0.83,-0.22,-1.47,0.25,-0.86
B,A,C,B,A,B,1.56,0.11,1.33,3.87,4.59,-2.47,1.89,0.33
,C,A,B,A,B,1.27,9.88,,1.46,0.95,-1.82,1.77,0.38
B,B,A,A,B,A,2.56,-0.24,,,-0.25,1.46,0.67,1.13
C,B,C,B,A,A,-0.21,0.99,-0.93,0.72,-0.16,-1.27,0.62,-0.63
C,B,C,B,A,B,0.23,0.0,,0.81,1.19,-1.2,0.44,3.62
C,A,C,A,A,A,0.5,-0.0,,,-0.25,1.15,0.19,-0.22
C,B,C,B,A,A,1.86,0.0,1.86,2.33,0.07,-0.08,0.44,-3.0
C,C,C,A,A,B,2.63,-0.0,7.42,4.66,1.56,-1.38,0.19,2.24
C,C,D,B,A,B,-0.63,-0.02,2.35,0.39,0.46,0.52,1.78,3.6
A,A,A,B,A,A,-0.58,-0.01,0.74,1.98,4.12,1.64,1.86,-1.61
B,C,B,B,A,A,-1.91,0.0,,2.07,0.34,1.52,0.94,2.39
B,A,B,A,B,B,0.83,1.18,1.99,0.17,2.78,-1.85,3.53,-1.03
A,A,D,A,A,B,1.31,0.12,2.47,0.34,1.97,-1.75,1.28,-2.99
A,C,C,B,B,B,-1.24,0.3,0.43,0.01,-0.24,-0.51,2.17,-0.65
A,C,C,B,A,B,0.48,-0.0,,1.51,0.77,-2.41,1.36,-1.59
A,C,B,B,A,B,0.45,0.09,-0.69,0.16,0.52,-1.47,0.25,-2.03
B,C,A,A,B,B,1.78,-0.01,0.74,0.46,0.52,-0.94,0.36,0.28
B,B,C,A,B,A,-0.94,-0.03,-2.92,0.1,1.4,2.24,2.05,-0.51
A,C,D,B,A,A,-0.78,0.05,-0.52,0.85,1.39,1.9,0.05,-0.87
A,C,D,B,A,B,-1.83,-0.01,,0.04,-0.11,-0.32,0.73,-1.06
C,B,C,B,A,B,1.42,0.69,,,2.71,-1.95,0.83,0.44
,C,B,A,B,B,1.47,0.0,,0.65,7.58,0.72,0.24,-1.81
A,C,D,A,A,A,1.91,-1.93,,0.02,0.86,0.67,0.87,-1.05
C,A,C,B,A,A,1.21,3.17,2.41,2.88,-0.23,0.49,0.31,-2.23
C,C,B,A,A,A,0.69,-0.31,,1.88,5.58,1.81,0.71,3.42
C,C,A,A,A,A,-0.19,0.03,0.12,3.43,0.04,1.05,1.63,-0.87
A,C,A,B,B,B,0.13,0.07,-1.33,0.04,0.37,-0.46,1.62,-0.12
B,B,C,B,A,A,-0.54,-0.73,2.69,0.41,4.32,1.54,0.28,1.41
C,C,C,A,A,B,2.75,-0.0,2.02,0.03,1.22,-1.04,0.31,0.34
B,C,C,B,A,A,1.28,-0.0,-0.77,,0.78,-1.95,0.24,-1.31
B,C,A,A,A,B,3.15,1.17,-0.13,3.33,12.49,2.18,0.08,2.46
B,B,C,B,B,A,0.65,-0.0,,,-0.14,0.18,2.89,0.21
B,B,D,B,B,A,0.42,0.03,0.92,0.64,0.17,0.22,0.34,0.77
B,C,C,A,B,B,0.85,-0.29,,0.0,-0.24,-0.59,1.14,-1.7
C,C,C,B,A,B,1.72,0.0,,0.21,4.16,-2.78,0.78,1.59
A,C,C,,B,B,2.35,2.35,0.66,0.66,0.11,1.89,0.84,-0.99
C,B,C,B,B,A,0.26,2.14,0.11,0.0,-0.11,1.4,0.62,-0.72
B,C,C,B,B,B,4.06,0.04,1.28,,1.84,-2.14,3.05,-0.61
B,C,A,B,A,A,0.41,0.89,-2.3,0.02,3.52,1.68,0.56,-0.16
C,C,B,A,B,A,-0.26,-0.01,-2.01,7.69,5.31,0.34,0.15,-3.22
C,C,C,A,B,B,2.87,0.03,1.1,0.02,-0.15,-0.71,2.62,0.77
A,C,C,A,B,B,4.42,1.29,1.51,0.33,-0.09,-0.05,1.75,-0.7
C,C,B,B,A,A,1.02,0.16,,0.13,-0.24,-1.71,1.15,0.7
C,C,C,A,A,B,0.15,-0.12,,7.36,-0.12,0.64,1.37,-0.24
B,A,C,B,A,A,1.12,1.33,-0.86,0.49,-0.14,0.41,0.92,-1.35
A,A,B,B,A,B,-1.58,-0.0,,,0.3,0.16,1.38,-2.13
A,B,A,B,B,A,0.05,0.0,,,1.6,0.2,1.57,-1.38
C,C,C,B,A,A,1.91,0.05,1.49,0.63,-0.25,-1.91,0.25,-0.2
B,C,C,B,B,B,2.72,1.02,0.89,0.72,0.35,-0.97,0.05,-1.41
C,A,B,A,A,B,2.66,0.12,1.31,0.09,3.05,-0.28,0.36,1.21
B,B,D,B,A,A,1.05,-0.22,2.52,0.02,6.54,0.46,1.23,-0.14
B,A,C,A,A,A,2.68,-0.11,,,4.54,0.08,1.79,-1.02
A,C,D,B,A,A,-0.1,0.75,,0.08,2.39,2.36,0.69,-0.03
A,C,A,B,B,B,0.71,-0.0,0.12,0.0,0.65,0.06,2.63,-0.43
A,B,B,B,B,B,2.13,0.03,,0.25,1.64,-0.81,2.15,1.34
C,B,C,B,A,A,-1.46,-0.1,,0.87,-0.24,-1.94,2.33,-0.02
B,B,B,B,B,B,1.61,1.45,0.1,,0.0,-2.76,0.7,-0.93
C,C,A,A,A,A,1.57,-0.07,6.59,,0.82,-0.67,0.79,2.01
,C,C,B,B,B,0.8,-0.0,,4.48,3.72,0.03,1.19,-1.7
B,C,B,B,A,B,0.47,-0.01,,0.31,-0.18,1.46,1.2,-0.89
A,C,C,B,A,A,-0.09,-0.4,,0.42,0.39,0.16,1.09,-1.09
C,C,C,A,A,A,-0.64,-2.47,2.28,0.23,1.2,1.83,1.36,2.15
,C,B,B,A,A,-0.16,0.04,6.8,0.0,-0.19,-0.2,0.54,-0.9
B,B,C,A,B,A,1.85,0.23,,0.26,1.99,2.34,0.74,-1.82
A,C,C,B,B,B,2.0,0.04,,,2.02,-0.82,2.8,-1.65
B,A,C,B,A,B,0.85,0.0,1.75,,0.14,-0.45,0.88,-1.24
,B,C,B,A,B,0.23,0.03,2.42,0.42,7.26,-0.62,2.33,1.78
A,C,C,B,B,B,-0.54,0.0,-0.21,,0.42,-0.2,3.01,0.05
B,B,D,B,A,B,-1.63,-0.36,,3.37,0.14,1.53,0.83,2.83
B,C,B,A,B,B,1.63,0.06,,0.35,-0.2,-0.34,0.91,1.28
B,B,A,B,A,A,0.24,0.0,1.42,0.4,-0.21,1.28,0.41,0.83
C,C,B,A,B,A,2.13,0.22,,2.08,0.72,-0.23,0.51,1.78
B,C,C,B,A,B,3.07,0.06,-0.07,1.18,1.14,-0.84,0.74,0.06
,C,B,A,A,B,1.23,0.17,0.34,0.27,3.63,2.05,1.31,0.05
A,C,C,B,A,B,2.38,0.12,1.12,0.75,8.47,-1.78,0.2,1.02
C,C,B,B,A,A,2.42,0.82,1.67,1.2,-0.25,0.45,0.37,-0.62
C,A,C,B,A,A,-0.56,-0.0,-0.22,2.08,0.23,1.6,1.05,1.1
C,A,C,B,A,A,2.5,1.09,,,2.56,-2.53,1.89,-0.98
,C,A,B,A,A,0.83,-0.01,,0.36,-0.15,-0.68,1.96,-1.11
A,A,B,B,A,B,0.13,-0.01,1.56,7.93,0.31,0.66,0.01,0.65
C,A,B,B,A,B,2.63,4.42,1.28,0.2,2.14,-0.19,0.43,-2.36
C,C,B,A,A,A,-0.21,-0.58,,0.81,-0.25,-1.19,0.78,-1.0
C,C,B,A,B,B,1.93,0.14,,7.45,5.38,-2.49,0.48,-1.53
B,C,A,B,A,B,1.58,-0.01,0.84,1.78,0.97,1.82,1.84,1.13
A,B,B,B,A,B,-0.22,-0.91,0.4,,0.01,-0.98,2.24,0.69
A,A,A,A,B,B,3.27,0.55,-0.94,0.96,-0.03,2.03,0.27,-1.32
C,C,A,A,B,A,-1.22,-1.27,1.71,0.82,-0.25,-0.63,1.54,2.32
B,C,C,B,B,B,-0.86,-1.12,7.18,0.32,2.67,1.46,2.62,0.14
B,B,B,B,A,A,0.34,0.31,,0.0,0.65,-0.21,0.27,-0.28
B,C,C,B,A,A,-0.27,0.01,,0.46,2.62,3.45,2.18,1.04
A,A,C,B,A,B,1.36,0.03,-0.41,,-0.0,-1.47,1.12,0.19
C,C,D,A,A,A,1.87,0.24,0.07,,1.07,-0.12,0.65,-0.62
A,C,C,A,B,B,1.7,2.33,6.57,,-0.25,-3.37,0.81,-0.09
A,A,A,B,B,A,0.03,-0.8,1.63,1.0,-0.1,-0.01,1.23,1.22
C,B,B,B,A,A,2.24,0.19,,0.01,-0.01,-1.48,0.72,-0.66
,C,B,B,B,B,1.31,-0.11,,1.33,0.05,1.06,2.69,2.36
,C,B,B,A,B,2.5,-0.33,2.22,,1.59,-0.41,1.74,-2.06
C,B,C,B,A,B,1.3,0.0,3.07,2.05,1.08,-5.28,0.07,-2.25
A,C,A,B,A,A,2.64,-0.03,,0.66,1.98,1.1,0.34,1.0
,C,B,A,B,B,1.41,0.14,0.4,0.3,2.66,0.81,0.56,0.78
B,C,B,B,A,A,0.22,-0.34,-2.48,1.01,-0.11,0.5,1.35,2.18
C,B,B,B,A,B,1.92,1.19,0.86,2.9,0.75,2.45,0.86,-0.89
C,C,C,A,A,B,1.86,0.18,7.85,3.12,1.74,-0.27,0.68,-0.07
A,C,C,A,B,A,1.03,0.02,-2.3,,0.38,0.73,1.12,-0.71
B,B,B,B,B,A,-0.68,0.04,-0.47,,-0.13,1.91,0.05,-0.17
A,C,D,A,A,A,-0.56,-0.0,,1.31,5.68,3.16,0.59,0.1
,B,C,A,B,B,2.89,0.01,0.03,1.15,2.12,-0.81,3.0,1.24
A,C,D,B,A,B,0.59,-0.04,,2.5,2.15,-1.0,0.89,-0.98
A,B,B,A,B,B,0.31,-0.95,,0.05,1.07,0.08,0.3,2.21
A,C,A,B,A,A,0.16,0.17,0.14,0.62,2.36,-1.98,2.48,0.44
C,A,C,B,A,A,-1.62,-0.05,0.41,0.34,0.36,1.35,0.0,1.24
B,A,C,B,A,B,2.8,0.01,2.05,2.87,0.97,-0.46,1.05,2.01
C,C,A,B,A,A,1.25,0.45,,0.96,11.41,-1.2,0.35,-0.88
C,B,C,,B,A,1.1,-0.0,8.02,1.02,-0.24,0.97,2.74,1.01
B,C,B,B,A,B,-0.92,-0.13,2.73,1.08,1.53,0.47,2.67,2.08
B,A,B,B,A,A,0.23,0.05,0.97,0.03,1.7,-0.73,1.51,0.35
C,C,C,A,B,A,-0.18,-0.0,-1.75,0.01,0.51,1.26,0.76,0.7
,B,A,B,B,A,0.38,-0.0,1.34,0.22,2.35,-0.65,1.95,0.96
C,A,B,B,B,B,-0.08,-2.05,,0.25,0.76,0.3,0.42,0.56
A,A,A,B,A,B,0.94,0.0,0.15,0.36,0.79,-0.48,1.54,-0.09
A,A,B,A,B,B,0.84,0.13,0.27,,5.38,-1.39,0.79,-0.45
C,C,A,B,B,B,0.27,0.0,,1.14,0.02,1.14,0.27,0.11
A,C,A,,B,B,0.01,0.64,-2.6,1.37,-0.25,0.32,0.25,1.05
,B,C,B,B,A,1.74,0.43,,,0.93,-1.23,0.76,-1.73
A,B,D,B,A,A,0.42,-0.01,0.59,0.61,2.85,-2.24,3.05,1.43
B,C,A,A,B,B,0.2,0.0,,0.47,0.47,-1.09,2.35,0.91
C,B,C,A,A,A,0.58,0.04,-1.37,6.51,1.44,2.81,0.76,-3.19
B,A,C,B,B,A,0.56,0.01,,0.12,-0.21,2.21,1.01,1.9
,C,C,A,A,B,2.24,2.3,,0.07,1.35,0.88,0.34,-0.92
A,B,C,B,A,B,1.34,1.08,1.37,1.2,6.04,1.5,0.42,-2.02
C,C,C,B,A,A,-1.24,0.28,,0.61,-0.22,0.46,1.52,0.36
B,C,C,B,B,A,0.23,0.53,,0.32,1.41,-2.15,2.61,-0.67
C,C,B,A,A,A,-0.4,-0.18,-0.63,0.04,2.68,1.27,0.3,1.22
C,C,B,B,A,A,-0.21,0.14,-1.88,1.12,4.0,0.23,0.83,7.77
C,C,C,A,B,A,-0.54,-0.0,,0.0,5.97,2.42,1.08,0.43
,C,C,B,A,A,3.52,0.05,,,3.35,-2.13,0.63,-0.15
B,C,B,B,B,A,-0.87,-0.05,,2.89,7.91,1.83,1.98,0.46
A,C,C,A,A,A,0.77,-0.0,-0.08,1.42,-0.02,-0.63,2.38,-0.5
A,B,C,B,B,B,-2.25,-0.19,,0.64,10.11,0.56,1.83,-2.1
B,B,A,B,B,A,0.29,0.02,0.06,0.21,0.08,1.25,0.45,-1.44
,A,B,A,A,A,2.12,-0.51,1.33,,1.03,0.55,1.64,-0.57
C,C,C,B,A,B,-0.7,-0.0,,2.96,-0.19,-2.24,1.36,-1.42
A,C,B,B,B,B,1.52,0.21,-1.49,4.44,-0.15,-3.74,1.87,3.9
A,C,C,B,A,A,-0.06,0.44,-0.71,0.03,5.63,0.74,0.66,-0.11
A,A,A,B,A,B,-1.22,-0.92,-1.09,,-0.2,-1.27,1.29,0.79
B,C,C,B,A,A,1.18,0.4,0.99,,2.53,0.76,1.08,-2.23
B,A,C,B,A,A,0.68,0.13,,0.0,4.37,1.54,0.37,1.62
,C,B,A,B,B,2.01,1.71,,0.18,-0.07,0.21,1.49,0.36
B,C,B,A,A,B,1.47,0.05,-0.89,,-0.22,-0.05,0.58,2.52
,B,D,A,B,B,3.34,0.12,0.21,0.08,0.41,-0.41,1.94,0.45
A,C,D,B,A,B,-1.52,0.0,-0.26,1.39,-0.25,0.57,0.13,-0.16
C,C,C,B,B,A,3.46,0.96,1.92,,-0.11,1.97,0.68,0.82
C,C,B,A,B,A,1.74,0.0,-0.54,0.88,2.02,1.29,1.48,0.72
B,C,C,A,A,B,-0.05,-0.24,1.73,1.42,1.45,1.76,3.49,2.66
,A,C,B,A,B,2.57,0.24,2.48,2.1,-0.05,-3.01,0.5,-1.14
C,C,C,,B,B,-0.14,5.41,-1.24,0.0,1.68,-1.62,0.18,1.66
C,C,C,A,A,A,1.17,1.26,-0.55,,0.34,-0.72,1.23,-1.34
A,B,A,B,A,B,2.92,0.93,0.01,0.33,4.71,0.47,0.85,-0.06
,A,C,B,A,B,2.05,0.14,,,2.0,-1.55,0.77,-0.24
C,B,A,B,B,A,0.48,0.06,-1.44,0.24,1.85,2.29,1.27,2.06
A,A,C,B,A,B,-1.29,-0.0,-3.23,,0.03,2.13,2.81,0.25
C,A,D,B,B,A,-1.7,-0.56,,0.18,4.72,-0.22,1.57,1.4
B,B,B,A,A,B,3.27,3.57,-0.95,0.63,0.69,2.57,1.49,-0.64
A,A,D,B,B,A,-0.24,0.28,,0.14,0.45,-0.12,0.03,-2.89
B,A,C,,A,A,-0.27,-0.57,1.05,,-0.25,-0.39,1.55,0.29
C,A,C,A,B,A,1.18,-0.0,0.25,0.09,0.47,1.07,1.71,0.82
A,C,A,A,B,B,1.74,-0.0,,0.29,-0.02,0.56,1.43,1.4
C,B,C,A,A,B,0.66,0.52,0.77,0.87,0.45,-0.99,0.61,-0.08
A,B,D,B,A,B,1.43,-0.05,0.52,0.55,0.33,-1.88,2.12,-2.17
A,C,B,A,A,A,1.47,0.0,,0.51,-0.11,-0.59,0.66,-2.04
C,C,B,B,A,A,1.8,0.73,-0.57,0.05,0.27,-1.25,0.27,0.82
B,C,C,A,A,A,0.23,0.58,-0.74,0.21,-0.25,-0.59,0.84,-1.46
A,A,C,B,A,B,1.99,2.97,1.43,1.67,1.18,0.63,0.45,-0.32
A,B,C,B,A,A,0.74,3.0,-0.84,,-0.23,-0.13,0.48,-1.63
B,C,D,B,B,B,1.0,-0.0,,0.06,0.56,0.09,0.88,0.0
B,A,B,B,A,A,-0.08,-1.3,2.22,0.1,0.7,0.92,1.31,-1.07
C,B,D,B,B,A,-0.37,-0.0,,0.41,1.67,0.03,1.94,2.44
C,C,B,A,B,A,0.99,0.08,0.75,0.03,0.39,-1.21,1.53,-0.37
B,B,C,B,B,A,2.21,0.59,,0.01,2.09,0.03,1.11,-1.04
C,B,B,B,A,A,1.86,-0.05,1.83,1.13,0.64,0.32,0.35,0.12
C,B,B,B,A,B,1.53,6.57,,0.0,-0.13,-0.65,0.03,0.75
C,C,C,B,A,A,2.11,0.18,,0.05,3.34,-0.9,1.27,0.87
C,C,C,B,A,A,0.49,-1.11,,0.09,0.2,-2.11,0.91,1.71
B,C,A,B,B,B,0.27,0.35,-0.68,0.59,-0.08,0.78,1.32,-2.11
A,C,C,B,A,B,0.55,-2.52,2.16,,-0.06,-1.32,1.46,0.32
C,C,C,B,B,B,-0.39,-0.0,1.87,,1.11,-0.16,2.72,3.68
A,C,A,B,A,B,1.36,-0.05,1.5,0.02,0.02,1.04,0.27,-0.7
A,C,C,B,A,A,-3.33,-0.17,,0.88,-0.24,0.57,2.97,1.08
,B,C,A,A,B,2.26,0.03,,0.05,-0.1,-1.05,0.36,5.87
B,C,A,B,B,B,0.45,0.55,,0.27,-0.19,0.5,2.23,-1.97
A,A,C,A,B,A,2.45,0.09,-0.4,2.48,4.96,0.86,2.32,-0.58
B,C,C,A,A,A,-0.74,-0.2,-0.92,6.26,3.38,-0.23,0.29,-0.6
C,A,B,B,A,A,0.92,5.91,1.24,0.66,0.17,-0.98,2.84,-2.19
A,C,C,B,A,A,-0.67,-0.01,,,0.31,-1.83,2.96,-2.42
B,C,B,B,A,A,-0.53,-0.31,,1.1,0.97,0.27,1.03,2.08
B,C,C,A,B,B,0.74,0.44,,1.96,-0.17,-0.3,0.18,1.55
B,C,C,B,A,A,0.24,-0.0,,,0.11,-0.72,2.69,1.39
C,C,B,A,B,A,1.91,0.45,0.04,5.61,3.31,-1.23,1.76,0.97
,B,C,B,B,A,0.61,0.0,,2.87,0.06,-0.06,0.67,-1.59
C,C,A,B,A,B,-0.18,-0.53,,0.56,1.97,0.41,0.08,1.25
,A,B,A,B,B,1.36,0.27,,,1.81,0.31,1.19,1.25
C,A,C,B,B,B,2.16,0.4,2.61,0.01,0.5,-0.4,1.64,-1.18
A,B,B,B,B,A,-0.42,-0.12,,1.33,3.0,1.66,2.53,0.85
B,A,B,B,A,A,1.68,-0.01,0.91,0.31,2.06,1.52,1.13,1.37
B,C,B,B,B,B,2.07,-0.0,-0.4,,0.37,-2.14,1.47,-1.1
A,B,B,B,A,A,3.06,-0.13,1.87,0.36,2.43,0.42,0.05,-0.01
A,B,A,B,A,A,-0.63,0.0,0.62,0.56,0.56,2.41,1.47,1.97
B,C,C,B,A,A,0.25,-0.19,,0.49,1.93,2.69,0.2,0.07
,A,A,A,A,B,1.54,0.45,-1.65,2.02,1.92,0.56,1.88,-1.87
C,C,A,B,A,A,1.64,0.0,,1.09,2.96,-1.24,1.78,1.21
B,C,B,A,A,A,4.0,0.64,,0.1,-0.02,1.81,0.16,-2.11
A,B,C,B,A,B,-0.55,-0.08,-0.57,1.24,-0.23,-2.04,0.66,-1.05
C,A,A,A,B,A,3.4,0.34,-0.52,0.82,0.1,0.73,1.08,-0.07
A,C,B,A,B,B,1.7,0.02,,0.0,-0.04,1.44,1.09,0.51
A,A,C,A,B,B,0.1,-0.32,,0.12,4.27,0.51,0.95,-0.56
A,C,C,B,B,A,0.23,1.57,6.47,0.39,4.34,-1.74,5.44,0.84
B,C,C,B,A,B,2.86,0.3,2.14,,-0.12,-3.33,0.69,-0.24
B,B,C,A,B,B,2.4,0.04,0.49,0.53,-0.01,2.54,1.69,-0.47
C,A,A,B,A,B,0.2,-0.0,2.03,2.42,-0.24,0.34,0.6,1.68
A,C,A,B,A,B,2.31,0.17,,2.1,10.36,0.17,0.51,-0.45
,A,B,B,B,A,0.34,0.05,-2.64,5.99,5.37,-1.66,0.78,-1.76
B,C,D,A,A,A,-0.58,0.05,,,-0.25,-0.74,0.52,-0.48
B,A,B,B,B,A,1.15,-0.07,-0.88,2.17,0.82,0.63,0.7,2.04
B,C,D,B,B,B,0.38,0.65,-0.65,0.24,-0.2,-3.28,1.5,0.24
B,C,A,B,A,B,0.2,-0.01,0.14,0.99,5.69,-0.31,1.35,-0.55
B,C,A,B,B,B,2.31,0.29,0.59,0.25,1.84,-0.93,1.42,-0.8
C,B,B,B,A,B,2.01,3.43,1.14,0.05,3.14,-0.05,1.88,-2.65
B,C,B,A,B,B,1.54,0.03,,1.23,-0.25,1.89,0.29,-0.26
C,A,D,A,A,B,1.47,0.62,2.77,1.06,0.63,-1.66,1.03,-0.8
A,C,A,A,B,A,1.54,-0.32,-0.72,0.95,0.9,0.94,1.61,0.69
A,C,B,B,A,B,3.13,0.0,,0.04,-0.18,0.05,1.09,-1.37
A,A,C,B,A,B,1.76,-0.3,,,0.78,3.0,0.02,0.1
C,C,B,B,A,A,2.7,0.43,2.68,0.91,1.69,-0.22,0.81,-2.61
B,A,C,B,A,A,1.21,0.04,1.1,,0.04,-1.57,0.55,0.84
C,B,B,A,A,A,-0.75,-0.25,1.12,0.47,0.23,2.25,1.15,0.68
C,C,B,B,A,A,0.91,8.97,-0.76,0.05,1.36,-2.94,0.08,-1.3
,A,A,B,A,A,-0.58,-0.01,1.67,0.31,4.72,3.71,0.11,-1.78
A,C,A,A,A,A,1.65,0.03,2.09,0.87,1.89,2.24,1.86,-1.26
C,B,A,B,B,A,1.1,-0.67,2.29,,-0.2,0.22,1.63,1.12
B,C,C,B,A,B,1.69,0.14,,1.3,-0.25,-1.16,1.24,-1.56
,B,C,A,A,A,2.27,2.71,0.49,0.05,-0.25,-0.01,3.04,-1.54
B,C,C,B,A,B,1.19,0.26,,1.55,0.94,-1.83,2.09,0.48
C,C,C,B,B,B,1.26,2.5,1.02,0.76,1.93,2.03,1.84,1.33
B,C,C,A,A,A,1.37,-0.01,0.7,0.61,1.86,-1.21,1.18,0.04
B,B,C,A,A,B,1.0,0.15,7.83,,-0.18,0.06,0.32,-0.03
B,C,B,B,A,B,-0.23,-0.4,,1.44,4.24,-1.86,0.09,0.05
C,B,B,B,A,B,0.67,-0.45,-1.87,0.67,4.04,-2.41,0.9,3.32
A,B,D,B,B,B,1.2,0.05,,0.0,1.41,0.9,1.67,-0.95
B,C,B,B,A,A,1.7,1.77,,3.02,5.08,-1.39,2.03,-3.3
B,C,A,B,B,B,0.68,0.51,,1.25,0.49,0.68,1.58,0.3
C,B,C,B,A,B,1.81,2.47,,0.06,1.06,-2.29,0.4,-1.57
C,A,B,B,A,B,2.3,8.08,2.91,,1.92,-2.13,2.54,1.21
C,C,A,B,B,B,0.36,0.87,-0.92,,0.73,-0.87,0.4,1.0
,A,A,A,B,A,1.88,1.15,0.19,,1.1,-1.44,1.47,0.53
A,A,C,A,A,A,-0.08,-6.72,,0.68,0.79,1.78,0.67,0.69
C,C,C,,B,A,1.36,0.04,,3.64,3.49,0.56,0.58,-1.74
C,C,C,A,A,B,1.27,3.06,0.59,,-0.24,1.97,2.23,0.49
C,B,C,B,A,B,0.18,0.13,,0.4,-0.2,-1.49,0.15,-0.07
B,B,D,B,A,A,2.64,9.02,1.39,1.31,0.65,-1.55,2.02,0.78
C,B,C,B,B,B,-0.28,0.03,-0.58,0.46,2.78,0.66,1.92,1.3
B,C,B,B,A,A,-2.12,-0.01,-0.53,0.86,-0.22,-2.55,0.67,5.33
,C,C,,B,A,0.63,0.19,0.34,0.95,5.16,1.09,0.62,-1.58
,B,B,B,A,A,0.15,0.0,1.45,,12.0,0.82,0.51,0.32
,B,D,B,A,B,2.96,2.6,1.39,3.49,7.46,2.83,1.28,-1.35
A,C,A,B,B,B,0.83,-0.04,0.26,0.86,-0.23,-0.48,2.46,-0.22
C,C,C,B,B,A,1.26,0.39,0.37,1.23,-0.16,0.88,0.39,1.55
B,C,B,B,B,A,2.58,-0.0,,0.52,-0.23,-0.02,0.72,0.71
A,B,C,B,B,B,0.71,-0.83,0.88,0.26,0.23,-3.09,1.79,-1.19
,C,D,A,A,B,1.74,0.88,,0.01,-0.25,1.09,0.14,-1.52
B,A,C,B,B,B,0.49,0.01,,0.09,-0.23,-0.4,1.63,0.69
B,A,C,A,B,A,0.5,0.13,1.92,0.7,-0.06,1.68,1.96,0.12
A,C,B,B,A,B,0.78,0.13,2.44,12.67,1.47,1.06,0.49,-1.2
C,A,B,,B,A,0.19,0.07,-0.81,1.3,12.29,-0.08,3.3,2.63
A,A,C,B,A,A,-1.77,-0.0,-0.31,1.94,-0.23,2.14,0.75,2.99
